,Product Name,Prices,Descriptions,Ratings
167,"Nothing Phone (3a) Pro (Black, 256 GB)","₹31,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"1,809 Ratings & 226 Reviews"
168,"REDMI 14C 5G (Stargaze Black, 128 GB)","₹10,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,740 Ratings & 52 Reviews
169,"REDMI Note 14 Pro 5G (Black, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,327 Ratings & 195 Reviews"
170,"vivo T3x 5G (Sapphire Blue, 128 GB)","₹15,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"28,614 Ratings & 1,448 Reviews"
171,"Infinix Hot 50 5G (Sleek Black, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display48MP + Depth Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"4,153 Ratings & 330 Reviews"
172,"Infinix Hot 50 5G (Sage Green, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display48MP + Depth Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"4,153 Ratings & 330 Reviews"
173,"Infinix Hot 50 5G (Vibrant Blue, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display48MP + Depth Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"4,153 Ratings & 330 Reviews"
174,"REDMI Note 14 Pro 5G (Phantom Purple, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,327 Ratings & 195 Reviews"
175,"SAMSUNG S25 Ultra 5G (Titanium Silverblue, 1024 GB)","₹1,65,999",12 GB RAM | 1024 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,362 Ratings & 41 Reviews
176,"OnePlus Nord CE4 (Dark Chrome, 256 GB)","₹24,347",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5500 mAh BatteryOxygenOS 14.0 ProcessorDomestic Warranty 1 Year For Handset And 6 month For Accessories.,"20,448 Ratings & 1,172 Reviews"
177,"OnePlus 13R 5G (Astral Trail, 512 GB)","₹45,490",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6000 mAh Battery1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase,124 Ratings & 10 Reviews
178,"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,364",6 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD+ Display108MP Rear Camera5030 mAh BatteryQualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor1 year manufacture warranty,"28,994 Ratings & 1,525 Reviews"
179,"vivo T3x 5G (Sapphire Blue, 128 GB)","₹12,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"54,092 Ratings & 2,167 Reviews"
180,"realme P3 5G (Nebula Pink, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh Battery6 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,280 Ratings & 121 Reviews"
181,"realme P3 5G (Space Silver, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh Battery6 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,280 Ratings & 121 Reviews"
182,Kechaoda K115,₹997,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB3.66 cm (1.44 inch) QVGA Display0.3MP + 0MP | 0MP Front Camera850 mAh BatteryNO Processor1 Month Company Domestic Warranty by Company Authorized Service Center.,"39,285 Ratings & 2,591 Reviews"
183,"SAMSUNG Galaxy S25 Ultra 5G (Titanium Silverblue, 512 GB)","₹1,41,999",12 GB RAM | 512 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"1,015 Ratings & 126 Reviews"
184,"realme GT 6 (Razor Green, 256 GB)","₹35,999",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,965 Ratings & 97 Reviews
185,"REDMI 13 5G (Orchid Pink, 128 GB)","₹12,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"28,994 Ratings & 1,525 Reviews"
186,"realme P1 5G (Peacock Green, 256 GB)","₹15,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"48,180 Ratings & 2,684 Reviews"
187,Kechaoda K115,₹998,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB3.66 cm (1.44 inch) QVGA Display0.3MP + 0.5MP | 0MP Front Camera850 mAh BatteryNA Processor1 Year Company Domestic Warranty by Company Authorized Service Center.,"39,285 Ratings & 2,591 Reviews"
188,"vivo Y18t (Gem Green, 128 GB)","₹8,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,217 Ratings & 6 Reviews
189,Kechaoda K115,₹994,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB3.66 cm (1.44 inch) QVGA Display0.3MP + 0MP | 0MP Front Camera850 mAh BatteryNA Processor1 Month Company Domestic Warranty by Company Authorized Service Center.,"39,285 Ratings & 2,591 Reviews"
190,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","₹21,990",8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,"1,65,403 Ratings & 8,443 Reviews"
191,"SAMSUNG Galaxy S24+ 5G (Cobalt Violet, 256 GB)","₹59,890",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4900 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"6,149 Ratings & 475 Reviews"
192,"REDMI 14C 5G (Stargaze Black, 128 GB)","₹10,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,740 Ratings & 52 Reviews
193,"REDMI Note 14 Pro 5G (Black, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,327 Ratings & 195 Reviews"
194,"Apple iPhone 16 Pro Max (Black Titanium, 512 GB)","₹1,55,900","512 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",318 Ratings & 17 Reviews
195,"Apple iPhone 16 Pro (Black Titanium, 1 TB)","₹1,62,900","1 TB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews"
196,"IQOO Z9S 5G (Onyx Green, 256 GB)","₹27,990",12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 50MP | 2MP Dual Front Camera5500 mAh BatteryMediaTek Dimensity 7300 5G Processor12 Months Brand Warranty on Smartphone,232 Ratings & 11 Reviews
197,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","₹21,990",8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,"1,65,403 Ratings & 8,443 Reviews"
198,"REDMI Note 14 Pro 5G (Phantom Purple, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,327 Ratings & 195 Reviews"
199,"Apple 16 Plus (Pink, 256 GB)","₹94,900","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",911 Ratings & 50 Reviews
200,"realme 70 TURBO 5G (Turbo Yellow, 128 GB)","₹14,239",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty,"3,451 Ratings & 283 Reviews"
201,"POCO X7 Pro 5G (Obsidian Black, 256 GB)","₹25,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP | 20MP Front Camera6550 mAh BatteryDimensity D8400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4,169 Ratings & 786 Reviews"
202,"Infinix Note 40 Pro 5G (Vintage Green, 256 GB)","₹18,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7020 Processor1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"31,556 Ratings & 2,136 Reviews"
203,"Apple iPhone 16 Pro (Black Titanium, 512 GB)","₹1,42,900","512 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews"
204,Kechaoda A26,₹897,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) QVGA Display0MP | 0MP Front Camera800 mAh BatteryNA ProcessorNO WARRANTY,"26,341 Ratings & 1,518 Reviews"
205,"Apple iPhone 16 (Pink, 256 GB)","₹84,990","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","7,143 Ratings & 339 Reviews"
206,Nokia 105 Classic without Charger,"₹1,249",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera800 mAh BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,"3,775 Ratings & 165 Reviews"
207,"Apple iPhne 16 Plus (Pink, 128 GB)","₹84,900","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",72 Ratings & 4 Reviews
208,"POCO F6 5G (Titanium, 512 GB)","₹26,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"6,358 Ratings & 633 Reviews"
209,"IQOO z9x (Storm Grey, 128 GB)","₹13,023",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm SM6450 Snapdragon 6 Gen 1 Processor1 Year on Handset and 6 Months on Accessories,"6,155 Ratings & 302 Reviews"
210,"Apple iPhe 16 Plus (Ultramarine, 512 GB)","₹1,14,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4 Ratings & 1 Reviews
211,"realme P3 Pro 5G (Saturn Brown, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP | 16MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,628 Ratings & 183 Reviews"
212,"realme P3 Pro 5G (Nebula Glow, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP | 16MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,628 Ratings & 183 Reviews"
213,"Apple iPhone 16 Pro (Black Titanium, 256 GB)","₹1,22,900","256 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews"
214,"realme P3 Pro 5G (Galaxy Purple, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP | 16MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,628 Ratings & 183 Reviews"
215,"Motorola Edge 50 Fusion (Forest Green, 256 GB)","₹24,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,"1,33,297 Ratings & 9,356 Reviews"
216,"realme C63 (Leather Blue, 128 GB)","₹8,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"10,449 Ratings & 532 Reviews"
217,itel it2175 Pro | 2 inch Big Display | 1200 mAh Battery | Kingvoice,₹939,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) QVGA Display0.8MP + 0MP1200 mAh BatterySC6531E Processor13 months Manufacturer Warranty,"1,346 Ratings & 53 Reviews"
218,"REDMI 14C 5G (Stargaze Black, 128 GB)","₹10,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,740 Ratings & 52 Reviews
219,"REDMI Note 14 Pro 5G (Black, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,327 Ratings & 195 Reviews"
220,"Google Pixel 8a (Obsidian, 256 GB)","₹44,999",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP + 13MP | 13MP Front Camera4404 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,"3,956 Ratings & 346 Reviews"
221,"realme Narzo N65 5G (Ambr Gold, 128 GB)","₹11,148",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year,"2,448 Ratings & 114 Reviews"
222,"REDMI Note 14 Pro 5G (Phantom Purple, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,327 Ratings & 195 Reviews"
223,"REDMI 13 5G (Black Diamond, 128 GB)","₹12,766",6 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD+ Display108MP Rear Camera5030 mAh BatteryQualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor1 year manufacture warranty,"28,994 Ratings & 1,525 Reviews"
224,"REDMI Note 13 Pro 5G (Scarlet Red, 128 GB)","₹17,499",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"36,197 Ratings & 2,861 Reviews"
225,"OnePlus Nord CE4 (Celadon Marble, 128 GB)","₹22,900",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5500 mAh BatteryOxygenOS 14.0 ProcessorDomestic Warranty 1 Year For Handset And 6 month For Accessories.,"20,448 Ratings & 1,172 Reviews"
226,"POCO M6 Plus 5G (Ice Silver, 128 GB)","₹10,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"33,372 Ratings & 2,060 Reviews"
227,"realme 14 Pro 5G (Suede Grey, 256 GB)","₹26,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4,099 Ratings & 391 Reviews"
228,"OnePlus 13R 5G (Nebula Noir, 256 GB)","₹40,871",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6000 mAh Battery1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase,554 Ratings & 53 Reviews
229,"Infinix SMART 9 HD (Neo Titanium, 64 GB)","₹6,699",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G50 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,939 Ratings & 71 Reviews
230,"Infinix SMART 9 HD (Metallic Black, 64 GB)","₹6,699",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G50 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,939 Ratings & 71 Reviews
231,Nokia 105 Classic without Charger,"₹1,249",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera800 mAh BatterySC6531E Processor1 Month Company Domestic Warranty by Company Authorized Service Center.,"3,775 Ratings & 165 Reviews"
232,"Apple iPhone 16 Pro (Natural Titanium, 512 GB)","₹1,42,900","512 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews"
233,"realme 70 TURBO 5G (Turbo Green, 128 GB)","₹14,210",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty,"3,451 Ratings & 283 Reviews"
234,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,298",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) Quarter QVGA Display0.8MP + 0MP | 0MP Front Camera1900 mAh BatteryUnisoc Processor12+1 month manufacturer warranty,"9,515 Ratings & 594 Reviews"
235,"REDMI 13 5G (Black Diamond, 128 GB)","₹13,732",8 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Display108MP Rear Camera5030 mAh BatteryBrand Warranty,"6,710 Ratings & 383 Reviews"
236,"IQOO Z9S 5G (Onyx Green, 256 GB)","₹21,199",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 50MP | 2MP Dual Front Camera5500 mAh BatteryMediaTek Dimensity 7300 5G Processor12 Months Brand Warranty on Smartphone,"3,604 Ratings & 230 Reviews"
237,"POCO M6 Plus 5G (Ice Silver, 128 GB)","₹11,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"7,338 Ratings & 491 Reviews"
238,"realme 14 Pro 5G (Pearl White, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4,099 Ratings & 391 Reviews"
239,"realme 14 Pro 5G (Suede Grey, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4,099 Ratings & 391 Reviews"
240,"OPPO F29 5G (Glacier Blue, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6500 mAh Battery6 Gen 1 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,148 Ratings & 18 Reviews
241,"Apple iPhone 16 Pro (Natural Titanium, 1 TB)","₹1,62,900","1 TB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews"
242,"SAMSUNG Galaxy A36 5G (Awesome Lavender, 256 GB)","₹33,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,78 Ratings & 6 Reviews
243,"OPPO F29 5G (Solid Purple, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6500 mAh Battery6 Gen 1 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,148 Ratings & 18 Reviews
244,"REDMI 14C 5G (Stargaze Black, 128 GB)","₹10,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,740 Ratings & 52 Reviews
245,"REDMI Note 14 Pro 5G (Black, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,327 Ratings & 195 Reviews"
246,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)","₹1,35,900","256 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",318 Ratings & 17 Reviews
247,"OnePlus 12R (Sunset Dune, 256 GB)","₹35,900",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year Brand Warranty,"6,955 Ratings & 453 Reviews"
248,"REDMI Note 14 Pro 5G (Phantom Purple, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,327 Ratings & 195 Reviews"
249,"Apple 16 Pro Max (Natural Titanium, 512 GB)","₹1,55,900","512 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",349 Ratings & 28 Reviews
250,"OnePlus Nord 4 5G (Mercurial Silver, 256 GB)","₹27,999",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year,"1,422 Ratings & 93 Reviews"
251,"OnePlus Nord 4 5G (Oasis Green, 256 GB)","₹27,852",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year,"1,422 Ratings & 93 Reviews"
